# Y X drop drop_diff a0 a1
3.823529411764706065e+00 1.176470588235294157e+00 2.274378201858264781e+00 1.097907613622970624e+00 3.439590697275304310e-01 2.118215119056327256e-01
3.970588235294117752e+00 1.176470588235294157e+00 2.384249568107528638e+00 1.207778979872234482e+00 3.422176314073590575e-01 1.815163211561682532e-01
4.117647058823529882e+00 1.176470588235294157e+00 2.493717036639551132e+00 1.317246448404256975e+00 3.393364417888924955e-01 1.538173598195656522e-01
4.264705882352941124e+00 1.176470588235294157e+00 2.597650085733686165e+00 1.421179497498392008e+00 3.354147328087955238e-01 1.286670558063064129e-01
4.411764705882353255e+00 1.176470588235294157e+00 2.699253411546181702e+00 1.522782823310887546e+00 3.307926563300599421e-01 1.067084543552865861e-01
4.558823529411764497e+00 1.176470588235294157e+00 2.794210505598433869e+00 1.617739917363139712e+00 3.257776523441407446e-01 8.782120383359676152e-02
4.705882352941176627e+00 1.176470588235294157e+00 2.885079788437731274e+00 1.708609200202437117e+00 3.206962280489493722e-01 7.197289039943918776e-02
4.852941176470588758e+00 1.176470588235294157e+00 2.967266079911622612e+00 1.790795491676328455e+00 3.155823035039866942e-01 5.864713284593847664e-02
5.000000000000000000e+00 1.176470588235294157e+00 3.044401713320280756e+00 1.867931125084986599e+00 3.111412303968569826e-01 4.780975061909851359e-02
0.000000000000000000e+00 1.323529411764705843e+00 1.697152585896102073e+00 3.736231741313962296e-01 2.164631330444367063e-01 4.160164586789371621e-01
1.470588235294117696e-01 1.323529411764705843e+00 1.610256230145463263e+00 2.867268183807574200e-01 2.296358851992610361e-01 4.515474909968185679e-01
2.941176470588235392e-01 1.323529411764705843e+00 1.530408397605991677e+00 2.068789858412858340e-01 2.407627973633958973e-01 4.821864533742571401e-01
4.411764705882352811e-01 1.323529411764705843e+00 1.457663910978877153e+00 1.341344992141713099e-01 2.491069650016332071e-01 5.078164971035648012e-01
5.882352941176470784e-01 1.323529411764705843e+00 1.389665153925213836e+00 6.613574216050799315e-02 2.553902576015753545e-01 5.281959545295349390e-01
7.352941176470588758e-01 1.323529411764705843e+00 1.331968242748499787e+00 8.438830983793943474e-03 2.599518004810091876e-01 5.436602811175816896e-01
8.823529411764705621e-01 1.323529411764705843e+00 1.282401414022138253e+00 -4.112799774256759022e-02 2.629491978403207253e-01 5.549834301290104133e-01
1.029411764705882470e+00 1.323529411764705843e+00 1.242210982385201445e+00 -8.131842937950439776e-02 2.650296812001293745e-01 5.622861664653990843e-01
1.176470588235294157e+00 1.323529411764705843e+00 1.212598315178073261e+00 -1.109310965866325827e-01 2.660893134084131861e-01 5.664679932645567684e-01
1.323529411764705843e+00 1.323529411764705843e+00 1.192947114585765300e+00 -1.305822971789405429e-01 2.667392653184070261e-01 5.675198392465949926e-01
1.470588235294117752e+00 1.323529411764705843e+00 1.186273487875934229e+00 -1.372559238887716138e-01 2.672031199559087855e-01 5.656941826737565959e-01
1.617647058823529438e+00 1.323529411764705843e+00 1.190634861929822375e+00 -1.328945498348834686e-01 2.676178853015193648e-01 5.608320100143706632e-01
1.764705882352941124e+00 1.323529411764705843e+00 1.205807198875489483e+00 -1.177222128892163600e-01 2.679442919977816362e-01 5.535203714528286190e-01
1.911764705882353033e+00 1.323529411764705843e+00 1.233539371078155922e+00 -8.999004068654992139e-02 2.685417147666280813e-01 5.431344071677083329e-01
2.058823529411764941e+00 1.323529411764705843e+00 1.272249788493155398e+00 -5.127962327155044520e-02 2.693156677820012224e-01 5.299449641271872791e-01
2.205882352941176627e+00 1.323529411764705843e+00 1.321469317730029402e+00 -2.060094034676440700e-03 2.704905663238976743e-01 5.138425158593966646e-01
2.352941176470588314e+00 1.323529411764705843e+00 1.381081398903737156e+00 5.755198713903131313e-02 2.718776840486661350e-01 4.947156242281723348e-01
2.500000000000000000e+00 1.323529411764705843e+00 1.450859343418824388e+00 1.273299316541185444e-01 2.734321614669096290e-01 4.724113482729891400e-01
2.647058823529411686e+00 1.323529411764705843e+00 1.529306033092870054e+00 2.057766213281642109e-01 2.752528171154937642e-01 4.471281267870755860e-01
2.794117647058823817e+00 1.323529411764705843e+00 1.614943568988627121e+00 2.914141572239212774e-01 2.770517005959444168e-01 4.188607426026653147e-01
2.941176470588235503e+00 1.323529411764705843e+00 1.708432292727171120e+00 3.849028809624652769e-01 2.786081563836193542e-01 3.882856542112016474e-01
3.088235294117647189e+00 1.323529411764705843e+00 1.806913105461301239e+00 4.833836936965953957e-01 2.799828907276540324e-01 3.554606207330511802e-01
3.235294117647058876e+00 1.323529411764705843e+00 1.911148742241360665e+00 5.876193304766548220e-01 2.807745105855682932e-01 3.213541559062264019e-01
3.382352941176470562e+00 1.323529411764705843e+00 2.018825351483292341e+00 6.952959397185864976e-01 2.806064068525486732e-01 2.869391474187936164e-01
3.529411764705882248e+00 1.323529411764705843e+00 2.128537041819603459e+00 8.050076300548976160e-01 2.797818804670741955e-01 2.527114040772890369e-01
3.676470588235294379e+00 1.323529411764705843e+00 2.239671684240815974e+00 9.161422724761101311e-01 2.780137883452182268e-01 2.196047238515567712e-01
3.823529411764706065e+00 1.323529411764705843e+00 2.350791205742789103e+00 1.027261793978083260e+00 2.753791690282862414e-01 1.882246812125245861e-01
3.970588235294117752e+00 1.323529411764705843e+00 2.460396164001742214e+00 1.136866752237036371e+00 2.720406368665599373e-01 1.595270691920691875e-01
4.117647058823529882e+00 1.323529411764705843e+00 2.567251967528092038e+00 1.243722555763386195e+00 2.679230028050390011e-01 1.335563762280061184e-01
4.264705882352941124e+00 1.323529411764705843e+00 2.671966345552917677e+00 1.348436933788211833e+00 2.636303929750939412e-01 1.108730403612186860e-01
4.411764705882353255e+00 1.323529411764705843e+00 2.771354020165276211e+00 1.447824608400570368e+00 2.591895327043331476e-01 9.133461488594178668e-02
4.558823529411764497e+00 1.323529411764705843e+00 2.864653162402132303e+00 1.541123750637426459e+00 2.546916035311620474e-01 7.479057416416023951e-02
4.705882352941176627e+00 1.323529411764705843e+00 2.954503996365685836e+00 1.630974584600979993e+00 2.504765734712467440e-01 6.106040591074714946e-02
4.852941176470588758e+00 1.323529411764705843e+00 3.035185768576840637e+00 1.711656356812134794e+00 2.466222664594443226e-01 4.974025300029126517e-02
5.000000000000000000e+00 1.323529411764705843e+00 3.110054044005817531e+00 1.786524632241111687e+00 2.431546999067238368e-01 4.054738425035220306e-02
0.000000000000000000e+00 1.470588235294117752e+00 1.738226131365335547e+00 2.676378960712177957e-01 2.172560236232356501e-01 4.371994713556680012e-01
1.470588235294117696e-01 1.470588235294117752e+00 1.655601626726031395e+00 1.850133914319136430e-01 2.253406768628430090e-01 4.715689419126147808e-01
2.941176470588235392e-01 1.470588235294117752e+00 1.577141387597433164e+00 1.065531523033154127e-01 2.309969491747387305e-01 5.016183562787455141e-01
4.411764705882352811e-01 1.470588235294117752e+00 1.504949141220760067e+00 3.436090592664231558e-02 2.349357988625093707e-01 5.264150222291525960e-01
5.882352941176470784e-01 1.470588235294117752e+00 1.440254891696496564e+00 -3.033334359762118737e-02 2.368052063374656013e-01 5.466632767068299037e-01
7.352941176470588758e-01 1.470588235294117752e+00 1.384231871990914797e+00 -8.635636330320295428e-02 2.375768458425761009e-01 5.619561910101921187e-01
8.823529411764705621e-01 1.470588235294117752e+00 1.337598234099683259e+00 -1.329900011944344929e-01 2.374120702214021494e-01 5.727501494217313027e-01
1.029411764705882470e+00 1.470588235294117752e+00 1.299721814596346281e+00 -1.708664206977714706e-01 2.361283977665125100e-01 5.799006605276327830e-01
1.176470588235294157e+00 1.470588235294117752e+00 1.271492692586052353e+00 -1.990955427080653983e-01 2.347803121461623788e-01 5.829227081969120539e-01
1.323529411764705843e+00 1.470588235294117752e+00 1.254863957438481670e+00 -2.157242778556360818e-01 2.329844330819841325e-01 5.826945045415162783e-01
1.470588235294117752e+00 1.470588235294117752e+00 1.250163434731748069e+00 -2.204248005623696827e-01 2.311409154451204429e-01 5.788666418545099779e-01
1.617647058823529438e+00 1.470588235294117752e+00 1.256409327846357282e+00 -2.141789074477604693e-01 2.293785900593245386e-01 5.716460181144724650e-01
1.764705882352941124e+00 1.470588235294117752e+00 1.272926860528722059e+00 -1.976613747653956921e-01 2.277105926767232225e-01 5.613234015254008336e-01
1.911764705882353033e+00 1.470588235294117752e+00 1.302909588027858945e+00 -1.676786472662588068e-01 2.263757902406603462e-01 5.474244577129290246e-01
2.058823529411764941e+00 1.470588235294117752e+00 1.342584736426434056e+00 -1.280034988676836960e-01 2.252425255728460751e-01 5.300808589526282422e-01
2.205882352941176627e+00 1.470588235294117752e+00 1.392649356763296709e+00 -7.793887853082104300e-02 2.246098903083799669e-01 5.092836420614723636e-01
2.352941176470588314e+00 1.470588235294117752e+00 1.454303297333768175e+00 -1.628493796034957697e-02 2.236180216429727030e-01 4.853478562685581976e-01
2.500000000000000000e+00 1.470588235294117752e+00 1.523952570180524990e+00 5.336433488640723866e-02 2.230872259636444976e-01 4.579095549283007660e-01
2.647058823529411686e+00 1.470588235294117752e+00 1.604358202237017972e+00 1.337699669429002203e-01 2.223736519622661056e-01 4.276400454303103671e-01
2.794117647058823817e+00 1.470588235294117752e+00 1.692284783892945343e+00 2.216965485988275919e-01 2.215555455789553763e-01 3.951543758118649108e-01
2.941176470588235503e+00 1.470588235294117752e+00 1.784590311863060386e+00 3.140020765689426341e-01 2.205656602389060306e-01 3.605102539175139009e-01
3.088235294117647189e+00 1.470588235294117752e+00 1.884039840910073815e+00 4.134516056159560637e-01 2.192815956086539564e-01 3.247943418704397067e-01
3.235294117647058876e+00 1.470588235294117752e+00 1.988484656055725219e+00 5.178964207616074678e-01 2.172337931668304467e-01 2.888502404979796379e-01
3.382352941176470562e+00 1.470588235294117752e+00 2.097354216280526540e+00 6.267659809864087883e-01 2.147710850684379225e-01 2.533746670030188053e-01
3.529411764705882248e+00 1.470588235294117752e+00 2.206367027996131824e+00 7.357787927020140728e-01 2.119516790299677822e-01 2.193455654098112884e-01
3.676470588235294379e+00 1.470588235294117752e+00 2.315435082743088291e+00 8.448468474489705393e-01 2.086647316509230854e-01 1.875451975838067498e-01
3.823529411764706065e+00 1.470588235294117752e+00 2.426325138644074730e+00 9.557369033499569788e-01 2.049211979572449216e-01 1.584971445478009777e-01
3.970588235294117752e+00 1.470588235294117752e+00 2.535267408010806189e+00 1.064679172716688438e+00 2.007851858369118780e-01 1.325557774679377854e-01
4.117647058823529882e+00 1.470588235294117752e+00 2.642298258181303261e+00 1.171710022887185509e+00 1.969469265540085834e-01 1.098905465793635350e-01
4.264705882352941124e+00 1.470588235294117752e+00 2.745442292296380149e+00 1.274854057002262397e+00 1.928477337561202987e-01 9.043743097351000793e-02
4.411764705882353255e+00 1.470588235294117752e+00 2.844069346947186272e+00 1.373481111653068520e+00 1.891486860391364266e-01 7.391267188942549082e-02
4.558823529411764497e+00 1.470588235294117752e+00 2.936967722624725496e+00 1.466379487330607745e+00 1.857725444209717414e-01 6.030651429172104172e-02
4.705882352941176627e+00 1.470588235294117752e+00 3.022579524994507327e+00 1.551991289700389576e+00 1.826439089720928999e-01 4.911697349140851238e-02
4.852941176470588758e+00 1.470588235294117752e+00 3.101541830949996026e+00 1.630953595655878274e+00 1.803181704526170548e-01 3.999483022940818894e-02
5.000000000000000000e+00 1.470588235294117752e+00 3.175405556909861815e+00 1.704817321615744063e+00 1.783183313225228384e-01 3.265508143648338663e-02
0.000000000000000000e+00 1.617647058823529438e+00 1.780109433418180620e+00 1.624623745946511821e-01 2.149495070958753473e-01 4.577919077941690063e-01
1.470588235294117696e-01 1.617647058823529438e+00 1.698532468516712468e+00 8.088540969318303020e-02 2.174193195278464885e-01 4.913746336525856573e-01
2.941176470588235392e-01 1.617647058823529438e+00 1.623386371417828489e+00 5.739312594299050829e-03 2.183698829501028726e-01 5.202750390265172831e-01
4.411764705882352811e-01 1.617647058823529438e+00 1.552705728341196911e+00 -6.494133048233252659e-02 2.176883699182505794e-01 5.445466419554753079e-01
5.882352941176470784e-01 1.617647058823529438e+00 1.490731802415097285e+00 -1.269152564084321533e-01 2.156763262695660377e-01 5.641724296841132968e-01
7.352941176470588758e-01 1.617647058823529438e+00 1.437091161056084143e+00 -1.805558977674452947e-01 2.129055827848438665e-01 5.787703981732544856e-01
8.823529411764705621e-01 1.617647058823529438e+00 1.392483435304241013e+00 -2.251636235192884250e-01 2.094066337933793986e-01 5.889559366783735372e-01
1.029411764705882470e+00 1.617647058823529438e+00 1.355845876435127551e+00 -2.618011823884018874e-01 2.054609801208745479e-01 5.946237845886460649e-01
1.176470588235294157e+00 1.617647058823529438e+00 1.330980213909155330e+00 -2.866668449143741082e-01 2.014883081932799525e-01 5.960620406123123827e-01
1.323529411764705843e+00 1.617647058823529438e+00 1.316915620049366797e+00 -3.007314387741626405e-01 1.974734885594204570e-01 5.933319029953733059e-01
1.470588235294117752e+00 1.617647058823529438e+00 1.314071213236158719e+00 -3.035758455873707184e-01 1.935568977430869309e-01 5.865849634566806525e-01
1.617647058823529438e+00 1.617647058823529438e+00 1.320930368445029757e+00 -2.967166903784996812e-01 1.899879727490180192e-01 5.754916233907242384e-01
1.764705882352941124e+00 1.617647058823529438e+00 1.340711962675553703e+00 -2.769350961479757345e-01 1.864876216022668953e-01 5.607169878407100017e-01
1.911764705882353033e+00 1.617647058823529438e+00 1.370933533157238315e+00 -2.467135256662911225e-01 1.831922187646832512e-01 5.416533332734173589e-01
2.058823529411764941e+00 1.617647058823529438e+00 1.413332006925249296e+00 -2.043150518982801422e-01 1.802147451441613868e-01 5.185857330235503770e-01
2.205882352941176627e+00 1.617647058823529438e+00 1.464904555882332371e+00 -1.527425029411970669e-01 1.772460634664740631e-01 4.921067440732744824e-01
2.352941176470588314e+00 1.617647058823529438e+00 1.526183820390717427e+00 -9.146323843281201071e-02 1.743919891103034303e-01 4.622119095824043788e-01
2.500000000000000000e+00 1.617647058823529438e+00 1.598602701832269490e+00 -1.904435699125994752e-02 1.715945997079361407e-01 4.289179730581020866e-01
2.647058823529411686e+00 1.617647058823529438e+00 1.679584929703695106e+00 6.193787088016566855e-02 1.686770023792349138e-01 3.937606584493678064e-01
2.794117647058823817e+00 1.617647058823529438e+00 1.766948123423982109e+00 1.493010646004526709e-01 1.658038841528299001e-01 3.566991809915170952e-01
2.941176470588235503e+00 1.617647058823529438e+00 1.862276697239432677e+00 2.446296384159032389e-01 1.625720299155779258e-01 3.190567520332300289e-01
3.088235294117647189e+00 1.617647058823529438e+00 1.961715373517165073e+00 3.440683146936356351e-01 1.592464551021967878e-01 2.815647056624351885e-01
3.235294117647058876e+00 1.617647058823529438e+00 2.065435917670055854e+00 4.477888588465264164e-01 1.557066458129982567e-01 2.453873630393390293e-01
3.382352941176470562e+00 1.617647058823529438e+00 2.173210942735868123e+00 5.555638839123386852e-01 1.520789378194400132e-01 2.110994892508117893e-01
3.529411764705882248e+00 1.617647058823529438e+00 2.281733751054805470e+00 6.640866922312760323e-01 1.482411181162793801e-01 1.793953820011117972e-01
3.676470588235294379e+00 1.617647058823529438e+00 2.394084501670503684e+00 7.764374428469742462e-01 1.445662716187518793e-01 1.509241801910747305e-01
3.823529411764706065e+00 1.617647058823529438e+00 2.502717649341797745e+00 8.850705905182683075e-01 1.406999560271469107e-01 1.255290289563600614e-01
3.970588235294117752e+00 1.617647058823529438e+00 2.610747661078376414e+00 9.931006022548469758e-01 1.371859919748087964e-01 1.036885288498664431e-01
4.117647058823529882e+00 1.617647058823529438e+00 2.715740817505179372e+00 1.098093758681649934e+00 1.338772018168971345e-01 8.513470280635754284e-02
4.264705882352941124e+00 1.617647058823529438e+00 2.818567887291067553e+00 1.200920828467538115e+00 1.309145586540489681e-01 6.941665590103414385e-02
4.411764705882353255e+00 1.617647058823529438e+00 2.915284973419465242e+00 1.297637914595935804e+00 1.283896055525456104e-01 5.651166108944673944e-02
4.558823529411764497e+00 1.617647058823529438e+00 3.006625904745781508e+00 1.388978845922252070e+00 1.261052925769625133e-01 4.589881236345315363e-02
4.705882352941176627e+00 1.617647058823529438e+00 3.091514627905292301e+00 1.473867569081762863e+00 1.243745775023548106e-01 3.730461756231246567e-02
4.852941176470588758e+00 1.617647058823529438e+00 3.169070575279557822e+00 1.551423516456028384e+00 1.230562610387994499e-01 3.042471901856579064e-02
5.000000000000000000e+00 1.617647058823529438e+00 3.239676316308392146e+00 1.622029257484862708e+00 1.221106060292640599e-01 2.486086913882663146e-02
0.000000000000000000e+00 1.764705882352941124e+00 1.820919491648892219e+00 5.621360929595109468e-02 2.097557495800913274e-01 4.779841871520015828e-01
1.470588235294117696e-01 1.764705882352941124e+00 1.741769738691285596e+00 -2.293614366165552809e-02 2.071329528553755572e-01 5.103607256276970761e-01
2.941176470588235392e-01 1.764705882352941124e+00 1.668966371059906528e+00 -9.573951129303459595e-02 2.030601442854476635e-01 5.384648389442641125e-01
4.411764705882352811e-01 1.764705882352941124e+00 1.602548697669942346e+00 -1.621571846829987784e-01 1.983364597093668913e-01 5.616128808026661368e-01
5.882352941176470784e-01 1.764705882352941124e+00 1.541279859978767375e+00 -2.234260223741737494e-01 1.926845160618519681e-01 5.801046290972854402e-01
7.352941176470588758e-01 1.764705882352941124e+00 1.489644504445063466e+00 -2.750613779078776577e-01 1.866549320310748050e-01 5.934588254475244851e-01
8.823529411764705621e-01 1.764705882352941124e+00 1.447520449633676431e+00 -3.171854327192646927e-01 1.803727380383643997e-01 6.020379276576174332e-01
1.029411764705882470e+00 1.764705882352941124e+00 1.414489776823183664e+00 -3.502161055297574599e-01 1.742120263424968563e-01 6.053355290972081137e-01
1.176470588235294157e+00 1.764705882352941124e+00 1.391411519393205731e+00 -3.732943629597353929e-01 1.681269384437689696e-01 6.036957225188652743e-01
1.323529411764705843e+00 1.764705882352941124e+00 1.378599388956796234e+00 -3.861064933961448897e-01 1.623002573118064173e-01 5.971424642849657571e-01
1.470588235294117752e+00 1.764705882352941124e+00 1.377301518797386048e+00 -3.874043635555550757e-01 1.566199921332113720e-01 5.859317012203049124e-01
1.617647058823529438e+00 1.764705882352941124e+00 1.387395166905372346e+00 -3.773107154475687786e-01 1.514429168399428483e-01 5.692979697541812323e-01
1.764705882352941124e+00 1.764705882352941124e+00 1.408612138057842245e+00 -3.560937442950988796e-01 1.463024579133255509e-01 5.484254746063964570e-01
1.911764705882353033e+00 1.764705882352941124e+00 1.441128832361142864e+00 -3.235770499917982601e-01 1.415149819129388475e-01 5.228827025528473005e-01
2.058823529411764941e+00 1.764705882352941124e+00 1.482826231671650730e+00 -2.818796506812903946e-01 1.369139857922723191e-01 4.932055474087835290e-01
2.205882352941176627e+00 1.764705882352941124e+00 1.536908987479302935e+00 -2.277968948736381893e-01 1.323579835614431266e-01 4.597154651246306845e-01
2.352941176470588314e+00 1.764705882352941124e+00 1.601511073442312361e+00 -1.631948089106287636e-01 1.280168582711576908e-01 4.231058653505851974e-01
2.500000000000000000e+00 1.764705882352941124e+00 1.674066692331245498e+00 -9.063919002169562589e-02 1.235463234747731093e-01 3.846090403418869208e-01
2.647058823529411686e+00 1.764705882352941124e+00 1.754922063665341536e+00 -9.783818687599588060e-03 1.193076275561765348e-01 3.451623191415200687e-01
2.794117647058823817e+00 1.764705882352941124e+00 1.842716191967362027e+00 7.801030961442090295e-02 1.151131742653648954e-01 3.053785230609736279e-01
2.941176470588235503e+00 1.764705882352941124e+00 1.938179181550391039e+00 1.734732991974499150e-01 1.109121045489449980e-01 2.667158908458733269e-01
3.088235294117647189e+00 1.764705882352941124e+00 2.038390482651948332e+00 2.736846002990072080e-01 1.067667319352836458e-01 2.298934863119976579e-01
3.235294117647058876e+00 1.764705882352941124e+00 2.142848073046155211e+00 3.781421906932140864e-01 1.028224862449145932e-01 1.959984246821696863e-01
3.382352941176470562e+00 1.764705882352941124e+00 2.250735725379084062e+00 4.860298430261429381e-01 9.904670328724923811e-02 1.651022321023887796e-01
3.529411764705882248e+00 1.764705882352941124e+00 2.359421194504163211e+00 5.947153121512220864e-01 9.552513454660098435e-02 1.377042001169274388e-01
3.676470588235294379e+00 1.764705882352941124e+00 2.469371635054172565e+00 7.046657527012314404e-01 9.228398937127983703e-02 1.137910027899542986e-01
3.823529411764706065e+00 1.764705882352941124e+00 2.578495149090466398e+00 8.137892667375252742e-01 8.940163762832775696e-02 9.346275570548132072e-02
3.970588235294117752e+00 1.764705882352941124e+00 2.685867312886829339e+00 9.211614305338882147e-01 8.673612847997759501e-02 7.630328529500285395e-02
4.117647058823529882e+00 1.764705882352941124e+00 2.791609281813260068e+00 1.026903399460318944e+00 8.450530972057725132e-02 6.202434757746133620e-02
4.264705882352941124e+00 1.764705882352941124e+00 2.890837354421718519e+00 1.126131472068777395e+00 8.262771175399466483e-02 5.026409836441934204e-02
4.411764705882353255e+00 1.764705882352941124e+00 2.986592932622930796e+00 1.221887050269989672e+00 8.106315250705045661e-02 4.073414983985597371e-02
4.558823529411764497e+00 1.764705882352941124e+00 3.077586690266385538e+00 1.312880807913444414e+00 7.994057772493136371e-02 3.298126305369027123e-02
4.705882352941176627e+00 1.764705882352941124e+00 3.161493456030647131e+00 1.396787573677706007e+00 7.903259585771002516e-02 2.679946056397407295e-02
4.852941176470588758e+00 1.764705882352941124e+00 3.237318561933760108e+00 1.472612679580818984e+00 7.856932404859286179e-02 2.183021267837776183e-02
5.000000000000000000e+00 1.764705882352941124e+00 3.305534517622207069e+00 1.540828635269265945e+00 7.832436519395771790e-02 1.788735161082611116e-02
0.000000000000000000e+00 1.911764705882353033e+00 1.863313016443071124e+00 -4.845168943928190863e-02 2.024671300124545881e-01 4.971771195935999477e-01
1.470588235294117696e-01 1.911764705882353033e+00 1.786537594488596392e+00 -1.252271113937566405e-01 1.947443432637641358e-01 5.283148562349576638e-01
2.941176470588235392e-01 1.911764705882353033e+00 1.716228431694454937e+00 -1.955362741878980959e-01 1.864208468110658545e-01 5.550638207169461547e-01
4.411764705882352811e-01 1.911764705882353033e+00 1.651083456187576459e+00 -2.606812496947765734e-01 1.778907702181206363e-01 5.768705496549882961e-01
5.882352941176470784e-01 1.911764705882353033e+00 1.593051190537102313e+00 -3.187135153452507197e-01 1.691546958316076654e-01 5.934790867113967083e-01
7.352941176470588758e-01 1.911764705882353033e+00 1.543729942883650841e+00 -3.680347629987021918e-01 1.605388149046793334e-01 6.046011547794918339e-01
8.823529411764705621e-01 1.911764705882353033e+00 1.501520390456593912e+00 -4.102443154257591207e-01 1.521162715160468415e-01 6.102125633704748031e-01
1.029411764705882470e+00 1.911764705882353033e+00 1.472174854368110575e+00 -4.395898515142424579e-01 1.441012628377795202e-01 6.098476245073647384e-01
1.176470588235294157e+00 1.911764705882353033e+00 1.451821632470310153e+00 -4.599430734120428799e-01 1.364532621378335420e-01 6.039050961850063182e-01
1.323529411764705843e+00 1.911764705882353033e+00 1.440878340958469783e+00 -4.708863649238832494e-01 1.291922947557525292e-01 5.923292409776840239e-01
1.470588235294117752e+00 1.911764705882353033e+00 1.441602299750537775e+00 -4.701624061318152581e-01 1.224441940787573957e-01 5.744551234441466203e-01
1.617647058823529438e+00 1.911764705882353033e+00 1.454011862139346967e+00 -4.577528437430060659e-01 1.159981340059005467e-01 5.512569576990925535e-01
1.764705882352941124e+00 1.911764705882353033e+00 1.476951872822369616e+00 -4.348128330599834168e-01 1.099404637049287148e-01 5.228012806086634878e-01
1.911764705882353033e+00 1.911764705882353033e+00 1.510226043041365429e+00 -4.015386628409876035e-01 1.040772720982395261e-01 4.895291004065465135e-01
2.058823529411764941e+00 1.911764705882353033e+00 1.555322864666160987e+00 -3.564418412161920457e-01 9.852634961739813180e-02 4.522326802097400567e-01
2.205882352941176627e+00 1.911764705882353033e+00 1.609988473627126604e+00 -3.017762322552264287e-01 9.320697387597809414e-02 4.122125442746065738e-01
2.352941176470588314e+00 1.911764705882353033e+00 1.674447022877182834e+00 -2.373176830051701991e-01 8.802452226063249563e-02 3.703863596127959790e-01
2.500000000000000000e+00 1.911764705882353033e+00 1.748886894740896425e+00 -1.628778111414566077e-01 8.308546557573133484e-02 3.278438563200357647e-01
2.647058823529411686e+00 1.911764705882353033e+00 1.830856008086691356e+00 -8.090869779566167708e-02 7.846301168583853791e-02 2.863590983252740085e-01
2.794117647058823817e+00 1.911764705882353033e+00 1.919916802268134326e+00 8.152096385781293364e-03 7.403638227070125089e-02 2.467776066986712424e-01
2.941176470588235503e+00 1.911764705882353033e+00 2.015563351290358352e+00 1.037986454080053189e-01 6.997098980108486244e-02 2.099432649904780235e-01
3.088235294117647189e+00 1.911764705882353033e+00 2.115970670741619042e+00 2.042059648592660093e-01 6.622934577599286221e-02 1.766420437380517849e-01
3.235294117647058876e+00 1.911764705882353033e+00 2.220241443042620499e+00 3.084767371602674668e-01 6.279813913220348709e-02 1.471950144205576294e-01
3.382352941176470562e+00 1.911764705882353033e+00 2.328060439323830444e+00 4.162957334414774113e-01 5.979409592554064956e-02 1.214607197128179800e-01
3.529411764705882248e+00 1.911764705882353033e+00 2.436458782485054098e+00 5.246940766027010650e-01 5.712225727642241541e-02 9.955338706133055882e-02
3.676470588235294379e+00 1.911764705882353033e+00 2.546688655049043071e+00 6.349239491666900381e-01 5.487488730435206158e-02 8.107453026618455239e-02
3.823529411764706065e+00 1.911764705882353033e+00 2.654440243996271320e+00 7.426755381139182877e-01 5.285589566962461960e-02 6.572531965189859493e-02
3.970588235294117752e+00 1.911764705882353033e+00 2.760412467227106870e+00 8.486477613447538371e-01 5.126614683443146692e-02 5.315821133451022196e-02
4.117647058823529882e+00 1.911764705882353033e+00 2.865185006144054469e+00 9.534203002617014366e-01 4.994699171304866486e-02 4.282123285942231183e-02
4.264705882352941124e+00 1.911764705882353033e+00 2.964392037236224464e+00 1.052627331353871432e+00 4.893940744884493765e-02 3.455393653900482032e-02
4.411764705882353255e+00 1.911764705882353033e+00 3.058731013566227563e+00 1.146966307683874531e+00 4.809839260664939414e-02 2.784415062930772899e-02
4.558823529411764497e+00 1.911764705882353033e+00 3.146636245126103404e+00 1.234871539243750371e+00 4.757187509244769491e-02 2.249359545764788304e-02
4.705882352941176627e+00 1.911764705882353033e+00 3.229199464383273988e+00 1.317434758500920955e+00 4.726219136085097611e-02 1.825467661710976006e-02
4.852941176470588758e+00 1.911764705882353033e+00 3.303245904824428258e+00 1.391481198942075226e+00 4.717412361433480361e-02 1.487673319073580525e-02
5.000000000000000000e+00 1.911764705882353033e+00 3.370930314455256482e+00 1.459165608572903450e+00 4.728107642532794475e-02 1.220726665045725710e-02
0.000000000000000000e+00 2.058823529411764941e+00 1.902760763777137765e+00 -1.560627656346271763e-01 1.933838812271624907e-01 5.150899548441104647e-01
1.470588235294117696e-01 2.058823529411764941e+00 1.830994037623473680e+00 -2.278294917882912607e-01 1.811479790269910906e-01 5.447061886911160888e-01
2.941176470588235392e-01 2.058823529411764941e+00 1.761572168353871204e+00 -2.972513610578937371e-01 1.692062359518299031e-01 5.695164005693164055e-01
4.411764705882352811e-01 2.058823529411764941e+00 1.699374413869535916e+00 -3.594491155422290252e-01 1.573853394263600436e-01 5.892736032781550337e-01
5.882352941176470784e-01 2.058823529411764941e+00 1.645723840384527792e+00 -4.130996890272371491e-01 1.462424647447248260e-01 6.030755911572741601e-01
7.352941176470588758e-01 2.058823529411764941e+00 1.597741835561703683e+00 -4.610816938500612583e-01 1.356016852926870964e-01 6.109964100927403052e-01
8.823529411764705621e-01 2.058823529411764941e+00 1.558237545268757795e+00 -5.005859841430071455e-01 1.257219595188029393e-01 6.122375184745731946e-01
1.029411764705882470e+00 2.058823529411764941e+00 1.530044121548115310e+00 -5.287794078636496309e-01 1.164155817047523994e-01 6.070344961536624506e-01
1.176470588235294157e+00 2.058823529411764941e+00 1.512254088033963439e+00 -5.465694413778015015e-01 1.078169473161175312e-01 5.950864520306565764e-01
