# Y X speed speed_diff a0 a1
3.088235294117647189e+00 1.176470588235294157e+00 3.567548480221208962e+00 2.391077891985914583e+00 3.245013373318472172e-01 6.125346613643649629e-01
3.235294117647058876e+00 1.176470588235294157e+00 3.571941423113121239e+00 2.395470834877826860e+00 2.997558871605674469e-01 6.299174314253698226e-01
3.382352941176470562e+00 1.176470588235294157e+00 3.582452208407520988e+00 2.405981620172227053e+00 2.725562676909090709e-01 6.491896052257616345e-01
3.529411764705882248e+00 1.176470588235294157e+00 3.596050257264217009e+00 2.419579669028922631e+00 2.439254454461639021e-01 6.695312617780566633e-01
3.676470588235294379e+00 1.176470588235294157e+00 3.613825885375658853e+00 2.437355297140364918e+00 2.147595614207449266e-01 6.904307479237161704e-01
3.823529411764706065e+00 1.176470588235294157e+00 3.637989869398404519e+00 2.461519281163110584e+00 1.861670428662853816e-01 7.113131208952512274e-01
3.970588235294117752e+00 1.176470588235294157e+00 3.665918985559527776e+00 2.489448397324233397e+00 1.589463669077814945e-01 7.316294830844949360e-01
4.117647058823529882e+00 1.176470588235294157e+00 3.697548863052228185e+00 2.521078274816933806e+00 1.337915216472160551e-01 7.511296584320321656e-01
4.264705882352941124e+00 1.176470588235294157e+00 3.731770228677945944e+00 2.555299640442651565e+00 1.113056800583090283e-01 7.694646743760992225e-01
4.411764705882353255e+00 1.176470588235294157e+00 3.770356354706959845e+00 2.593885766471665910e+00 9.176811577085923488e-02 7.862353695848171009e-01
4.558823529411764497e+00 1.176470588235294157e+00 3.812155407831080645e+00 2.635684819595786266e+00 7.510977565881306328e-02 8.015829611330141935e-01
4.705882352941176627e+00 1.176470588235294157e+00 3.854839248527469842e+00 2.678368660292175463e+00 6.130811388654117122e-02 8.153670656737800337e-01
4.852941176470588758e+00 1.176470588235294157e+00 3.900781126407263599e+00 2.724310538171969220e+00 4.999783950498219026e-02 8.275194264695602264e-01
5.000000000000000000e+00 1.176470588235294157e+00 3.948954993787964884e+00 2.772484405552670950e+00 4.088800593762096508e-02 8.382223805793669325e-01
0.000000000000000000e+00 1.323529411764705843e+00 3.911811762665720060e+00 2.588282350901014439e+00 1.959846827047904139e-01 4.209389062321809982e-01
1.470588235294117696e-01 1.323529411764705843e+00 3.924122733606917102e+00 2.600593321842211481e+00 2.180599515090778651e-01 4.652893920571791742e-01
2.941176470588235392e-01 1.323529411764705843e+00 3.933320068026176841e+00 2.609790656261471220e+00 2.383164362679881521e-01 5.026592433138205029e-01
4.411764705882352811e-01 1.323529411764705843e+00 3.936154538141231729e+00 2.612625126376525664e+00 2.563510659217624332e-01 5.332120458800013729e-01
5.882352941176470784e-01 1.323529411764705843e+00 3.935369981510494775e+00 2.611840569745789153e+00 2.723224754615620191e-01 5.568552333722134318e-01
7.352941176470588758e-01 1.323529411764705843e+00 3.929396768708895316e+00 2.605867356944189694e+00 2.865409178899275267e-01 5.744950583860073401e-01
8.823529411764705621e-01 1.323529411764705843e+00 3.920255355632893846e+00 2.596725943868188224e+00 2.989671026921093544e-01 5.870085270828098167e-01
1.029411764705882470e+00 1.323529411764705843e+00 3.906337599214433354e+00 2.582808187449727733e+00 3.102861025351534296e-01 5.951012113506345402e-01
1.176470588235294157e+00 1.323529411764705843e+00 3.890637404019404499e+00 2.567107992254698878e+00 3.197427743534520528e-01 6.005709795620799429e-01
1.323529411764705843e+00 1.323529411764705843e+00 3.872703458326113513e+00 2.549174046561407891e+00 3.280904298631895366e-01 6.035546742422976951e-01
1.470588235294117752e+00 1.323529411764705843e+00 3.852513697530440151e+00 2.528984285765734086e+00 3.349651575964140426e-01 6.051017357588475143e-01
1.617647058823529438e+00 1.323529411764705843e+00 3.833264402947729632e+00 2.509734991183023567e+00 3.400239500672967985e-01 6.061262720435344198e-01
1.764705882352941124e+00 1.323529411764705843e+00 3.811621075834366046e+00 2.488091664069660425e+00 3.432095928477840174e-01 6.071450652858461083e-01
1.911764705882353033e+00 1.323529411764705843e+00 3.789741698985816143e+00 2.466212287221110522e+00 3.442973802508521586e-01 6.086891112230067291e-01
2.058823529411764941e+00 1.323529411764705843e+00 3.769629943837100150e+00 2.446100532072394529e+00 3.430221081821469564e-01 6.112394496170702185e-01
2.205882352941176627e+00 1.323529411764705843e+00 3.748846980253140337e+00 2.425317568488434716e+00 3.389173121667830024e-01 6.154382882282490863e-01
2.352941176470588314e+00 1.323529411764705843e+00 3.732064591973516698e+00 2.408535180208811077e+00 3.319023408927342378e-01 6.214358001838269363e-01
2.500000000000000000e+00 1.323529411764705843e+00 3.716548591262641921e+00 2.393019179497936300e+00 3.220908570226921896e-01 6.292216594391092377e-01
2.647058823529411686e+00 1.323529411764705843e+00 3.704639520658932206e+00 2.381110108894226585e+00 3.092272635049169160e-01 6.390056872522225095e-01
2.794117647058823817e+00 1.323529411764705843e+00 3.694749132765151600e+00 2.371219721000445979e+00 2.930659301592525856e-01 6.511861794211826204e-01
2.941176470588235503e+00 1.323529411764705843e+00 3.690813622246664316e+00 2.367284210481958695e+00 2.743729373659394288e-01 6.649891070889175637e-01
3.088235294117647189e+00 1.323529411764705843e+00 3.689931316465404176e+00 2.366401904700698111e+00 2.531123152315394309e-01 6.805974771488040309e-01
3.235294117647058876e+00 1.323529411764705843e+00 3.692086438076511712e+00 2.368557026311806091e+00 2.302406462323847713e-01 6.972383465021837479e-01
3.382352941176470562e+00 1.323529411764705843e+00 3.698960523035348391e+00 2.375431111270642326e+00 2.060739909084221277e-01 7.147158559497894803e-01
3.529411764705882248e+00 1.323529411764705843e+00 3.710184189931323484e+00 2.386654778166617419e+00 1.817330958642101035e-01 7.323115299685619695e-01
3.676470588235294379e+00 1.323529411764705843e+00 3.726198975794686952e+00 2.402669564029981331e+00 1.578177423858980466e-01 7.496179337698459788e-01
3.823529411764706065e+00 1.323529411764705843e+00 3.747546032173755481e+00 2.424016620409049416e+00 1.349677325923222815e-01 7.665274792491232336e-01
3.970588235294117752e+00 1.323529411764705843e+00 3.770590021882843423e+00 2.447060610118137802e+00 1.139868725531708177e-01 7.821886700959899130e-01
4.117647058823529882e+00 1.323529411764705843e+00 3.800457344837080864e+00 2.476927933072374799e+00 9.512493397732335598e-02 7.966099258535335181e-01
4.264705882352941124e+00 1.323529411764705843e+00 3.831860447601208808e+00 2.508331035836502743e+00 7.861466406485771719e-02 8.097731683574709294e-01
4.411764705882353255e+00 1.323529411764705843e+00 3.866765330624965635e+00 2.543235918860260014e+00 6.459077928745084185e-02 8.212930785157410707e-01
4.558823529411764497e+00 1.323529411764705843e+00 3.905078722519991885e+00 2.581549310755286264e+00 5.280822013483067734e-02 8.315495496126739106e-01
4.705882352941176627e+00 1.323529411764705843e+00 3.946022169934472412e+00 2.622492758169766347e+00 4.318376112925258886e-02 8.401952463656855441e-01
4.852941176470588758e+00 1.323529411764705843e+00 3.987668935232449474e+00 2.664139523467743409e+00 3.536581239843280405e-02 8.474482098767244231e-01
5.000000000000000000e+00 1.323529411764705843e+00 4.031465103308245368e+00 2.707935691543539747e+00 2.912813977179116998e-02 8.531698274347496724e-01
0.000000000000000000e+00 1.470588235294117752e+00 4.017633414547492343e+00 2.547045179253374592e+00 1.799277503228892683e-01 4.347476890408409345e-01
1.470588235294117696e-01 1.470588235294117752e+00 4.034213694271131523e+00 2.563625458977013771e+00 1.986963219314375473e-01 4.791600964905766702e-01
2.941176470588235392e-01 1.470588235294117752e+00 4.044989632566205806e+00 2.574401397272088055e+00 2.151627184083319544e-01 5.174956703052036033e-01
4.411764705882352811e-01 1.470588235294117752e+00 4.051103818218068753e+00 2.580515582923951001e+00 2.296674010202664762e-01 5.495191525682370237e-01
5.882352941176470784e-01 1.470588235294117752e+00 4.051374759115532243e+00 2.580786523821414491e+00 2.424759858323248252e-01 5.749808226498461794e-01
7.352941176470588758e-01 1.470588235294117752e+00 4.047947864322175349e+00 2.577359629028057597e+00 2.533770769089378483e-01 5.950797573456297895e-01
8.823529411764705621e-01 1.470588235294117752e+00 4.040858074385367260e+00 2.570269839091249509e+00 2.624220884223934513e-01 6.109363955937515689e-01
1.029411764705882470e+00 1.470588235294117752e+00 4.028954545973501666e+00 2.558366310679383915e+00 2.699754968799243926e-01 6.230819566765153361e-01
1.176470588235294157e+00 1.470588235294117752e+00 4.014675023213365890e+00 2.544086787919248138e+00 2.762175787624506773e-01 6.322352102227941639e-01
1.323529411764705843e+00 1.470588235294117752e+00 3.998530234475745626e+00 2.527941999181627875e+00 2.806625849983900300e-01 6.396172633433733212e-01
1.470588235294117752e+00 1.470588235294117752e+00 3.980379945546336895e+00 2.509791710252219143e+00 2.837548121299928727e-01 6.455189852930319772e-01
1.617647058823529438e+00 1.470588235294117752e+00 3.959078061188533226e+00 2.488489825894415475e+00 2.851244233924048466e-01 6.508652082471013678e-01
1.764705882352941124e+00 1.470588235294117752e+00 3.938231948449864461e+00 2.467643713155746710e+00 2.846153576691103360e-01 6.561114371103067278e-01
1.911764705882353033e+00 1.470588235294117752e+00 3.916799609401590665e+00 2.446211374107472913e+00 2.820997760318305070e-01 6.617383722407014224e-01
2.058823529411764941e+00 1.470588235294117752e+00 3.897442257961022172e+00 2.426854022666904420e+00 2.775563689880222729e-01 6.680159284388869079e-01
2.205882352941176627e+00 1.470588235294117752e+00 3.876287276165634843e+00 2.405699040871517091e+00 2.707547670393899986e-01 6.752944455311812311e-01
2.352941176470588314e+00 1.470588235294117752e+00 3.858785119209923842e+00 2.388196883915806090e+00 2.614930848372906125e-01 6.839570127157605928e-01
2.500000000000000000e+00 1.470588235294117752e+00 3.842826693388228243e+00 2.372238458094110491e+00 2.499480934228368312e-01 6.938369860603549322e-01
2.647058823529411686e+00 1.470588235294117752e+00 3.829057510609596093e+00 2.358469275315478342e+00 2.360023763639950700e-01 7.052052690746051233e-01
2.794117647058823817e+00 1.470588235294117752e+00 3.818217320572027784e+00 2.347629085277910033e+00 2.203185266660873665e-01 7.174129464262350986e-01
2.941176470588235503e+00 1.470588235294117752e+00 3.811897370266219109e+00 2.341309134972101358e+00 2.028961607132711564e-01 7.305277076837607408e-01
3.088235294117647189e+00 1.470588235294117752e+00 3.808174751455839946e+00 2.337586516161722194e+00 1.839997688601968107e-01 7.445796753716226180e-01
3.235294117647058876e+00 1.470588235294117752e+00 3.809576944461804615e+00 2.338988709167686864e+00 1.646220497378052539e-01 7.586277966669306982e-01
3.382352941176470562e+00 1.470588235294117752e+00 3.814031165477997476e+00 2.343442930183879724e+00 1.449759982435171179e-01 7.726598090640292016e-01
3.529411764705882248e+00 1.470588235294117752e+00 3.821968308542013304e+00 2.351380073247895552e+00 1.261642845166272286e-01 7.857151268864132065e-01
3.676470588235294379e+00 1.470588235294117752e+00 3.836938558298489177e+00 2.366350323004371425e+00 1.080430776822673411e-01 7.982447444675077053e-01
3.823529411764706065e+00 1.470588235294117752e+00 3.853391554029983013e+00 2.382803318735865261e+00 9.153630604450276043e-02 8.094147487009254460e-01
3.970588235294117752e+00 1.470588235294117752e+00 3.876177486868360944e+00 2.405589251574243193e+00 7.660870478345301049e-02 8.194699108909815344e-01
4.117647058823529882e+00 1.470588235294117752e+00 3.901031543107671862e+00 2.430443307813554110e+00 6.356075050201892562e-02 8.280825648871824596e-01
4.264705882352941124e+00 1.470588235294117752e+00 3.930302160558710067e+00 2.459713925264592316e+00 5.239841689034523131e-02 8.353209909183801907e-01
4.411764705882353255e+00 1.470588235294117752e+00 3.962129816969371277e+00 2.491541581675253525e+00 4.304743107574907773e-02 8.411641753326072335e-01
4.558823529411764497e+00 1.470588235294117752e+00 3.997047080519020579e+00 2.526458845224902827e+00 3.528211993192131857e-02 8.457037000659131110e-01
4.705882352941176627e+00 1.470588235294117752e+00 4.034111354976244179e+00 2.563523119682126428e+00 2.895972209937653849e-02 8.489325377644030279e-01
4.852941176470588758e+00 1.470588235294117752e+00 4.072572761179671375e+00 2.601984525885553623e+00 2.388790586625120019e-02 8.508494775791660691e-01
5.000000000000000000e+00 1.470588235294117752e+00 4.111415799524448467e+00 2.640827564230330715e+00 1.986613191382880297e-02 8.514469831167231773e-01
0.000000000000000000e+00 1.617647058823529438e+00 4.121057184203867685e+00 2.503410125380338247e+00 1.608895560427749949e-01 4.514496938067688037e-01
1.470588235294117696e-01 1.617647058823529438e+00 4.141307117533237658e+00 2.523660058709708220e+00 1.758032333517358659e-01 4.964937717030239450e-01
2.941176470588235392e-01 1.617647058823529438e+00 4.154920789198591535e+00 2.537273730375062097e+00 1.886494846222502297e-01 5.358399246936044191e-01
4.411764705882352811e-01 1.617647058823529438e+00 4.163051745117793523e+00 2.545404686294264085e+00 1.995001540803312545e-01 5.691027238604809968e-01
5.882352941176470784e-01 1.617647058823529438e+00 4.166603482892316634e+00 2.548956424068787197e+00 2.084549554659527182e-01 5.968001028184189982e-01
7.352941176470588758e-01 1.617647058823529438e+00 4.165109276753895529e+00 2.547462217930366091e+00 2.155744663151825946e-01 6.196945910268254476e-01
8.823529411764705621e-01 1.617647058823529438e+00 4.159342611155036451e+00 2.541695552331507013e+00 2.211353037042402270e-01 6.385353470062191672e-01
1.029411764705882470e+00 1.617647058823529438e+00 4.150694129626431916e+00 2.533047070802902478e+00 2.251225036815264202e-01 6.540870593671640476e-01
1.176470588235294157e+00 1.617647058823529438e+00 4.137492387735271393e+00 2.519845328911741955e+00 2.275409492090927910e-01 6.673401547375527043e-01
1.323529411764705843e+00 1.617647058823529438e+00 4.122467779581512559e+00 2.504820720757983121e+00 2.288109082339910838e-01 6.782814050242302883e-01
1.470588235294117752e+00 1.617647058823529438e+00 4.104687277543273893e+00 2.487040218719744455e+00 2.281440195893547351e-01 6.883809871326984631e-01
1.617647058823529438e+00 1.617647058823529438e+00 4.084656342591877376e+00 2.467009283768347938e+00 2.264973014788760064e-01 6.971375021081972490e-01
1.764705882352941124e+00 1.617647058823529438e+00 4.064516646464406691e+00 2.446869587640877253e+00 2.229182095687272658e-01 7.059670887993937383e-01
1.911764705882353033e+00 1.617647058823529438e+00 4.043179874861475120e+00 2.425532816037945683e+00 2.178369153016795068e-01 7.145864693463386264e-01
2.058823529411764941e+00 1.617647058823529438e+00 4.022195513738592965e+00 2.404548454915063527e+00 2.109211141414310542e-01 7.236235349730367750e-01
2.205882352941176627e+00 1.617647058823529438e+00 4.001669233350607868e+00 2.384022174527078430e+00 2.024240769835229659e-01 7.329645223060886616e-01
2.352941176470588314e+00 1.617647058823529438e+00 3.983468690022114345e+00 2.365821631198584907e+00 1.922178703648287357e-01 7.429488683774929658e-01
2.500000000000000000e+00 1.617647058823529438e+00 3.966360674719271451e+00 2.348713615895742013e+00 1.805733970445440595e-01 7.533068946538103994e-01
2.647058823529411686e+00 1.617647058823529438e+00 3.951114269138548796e+00 2.333467210315019358e+00 1.677647990702116343e-01 7.638531081268837841e-01
2.794117647058823817e+00 1.617647058823529438e+00 3.939343283423502484e+00 2.321696224599973046e+00 1.538599479593646957e-01 7.747030399683018098e-01
2.941176470588235503e+00 1.617647058823529438e+00 3.931283179881368106e+00 2.313636121057838668e+00 1.391389573194929952e-01 7.856305056534449438e-01
3.088235294117647189e+00 1.617647058823529438e+00 3.925666584204150933e+00 2.308019525380621495e+00 1.243053485471091596e-01 7.959371990916525030e-01
3.235294117647058876e+00 1.617647058823529438e+00 3.925119613386073958e+00 2.307472554562544520e+00 1.095451185000353017e-01 8.057430377816084954e-01
3.382352941176470562e+00 1.617647058823529438e+00 3.926495651091698402e+00 2.308848592268168964e+00 9.518274599521860113e-02 8.147517013970462241e-01
3.529411764705882248e+00 1.617647058823529438e+00 3.933594925779865470e+00 2.315947866956336032e+00 8.168702168930801200e-02 8.226959268072512321e-01
3.676470588235294379e+00 1.617647058823529438e+00 3.944537957617541224e+00 2.326890898794011786e+00 6.933284990882675192e-02 8.291814291238897017e-01
3.823529411764706065e+00 1.617647058823529438e+00 3.959555207225070372e+00 2.341908148401540934e+00 5.821726127274372969e-02 8.344510089715789780e-01
3.970588235294117752e+00 1.617647058823529438e+00 3.978382316952681297e+00 2.360735258129151859e+00 4.846858973538211574e-02 8.382718217667073368e-01
4.117647058823529882e+00 1.617647058823529438e+00 4.001344322111534346e+00 2.383697263288004908e+00 4.013475691690156916e-02 8.408185657966488202e-01
4.264705882352941124e+00 1.617647058823529438e+00 4.025651363680821326e+00 2.408004304857291888e+00 3.309666764471454886e-02 8.418454872495185759e-01
4.411764705882353255e+00 1.617647058823529438e+00 4.053651686400071341e+00 2.436004627576541903e+00 2.723758389970134738e-02 8.416507143279275960e-01
4.558823529411764497e+00 1.617647058823529438e+00 4.086242803937914836e+00 2.468595745114385398e+00 2.242858009689760457e-02 8.402854442544367419e-01
4.705882352941176627e+00 1.617647058823529438e+00 4.118230339000943374e+00 2.500583280177413936e+00 1.858009478879591239e-02 8.376099133970453803e-01
4.852941176470588758e+00 1.617647058823529438e+00 4.153506469254045541e+00 2.535859410430516103e+00 1.547652482224343845e-02 8.339833781791542444e-01
5.000000000000000000e+00 1.617647058823529438e+00 4.190191697886684885e+00 2.572544639063155447e+00 1.302557362719981675e-02 8.291457871168422811e-01
0.000000000000000000e+00 1.764705882352941124e+00 4.224326013245005562e+00 2.459620130892064438e+00 1.404476467218228053e-01 4.703844193821368203e-01
1.470588235294117696e-01 1.764705882352941124e+00 4.246222282418892213e+00 2.481516400065951089e+00 1.515860039761250389e-01 5.163069076932578216e-01
2.941176470588235392e-01 1.764705882352941124e+00 4.262351361701242070e+00 2.497645479348300945e+00 1.605963587923014968e-01 5.565473557926481352e-01
4.411764705882352811e-01 1.764705882352941124e+00 4.273091261188325163e+00 2.508385378835384039e+00 1.676453517071826160e-01 5.908727243314989552e-01
5.882352941176470784e-01 1.764705882352941124e+00 4.278637912107513763e+00 2.513932029754572639e+00 1.728647505425152109e-01 6.204171868401143763e-01
7.352941176470588758e-01 1.764705882352941124e+00 4.279459418259736303e+00 2.514753535906795179e+00 1.765058549892611905e-01 6.456231527459563857e-01
8.823529411764705621e-01 1.764705882352941124e+00 4.276124914471095551e+00 2.511419032118154426e+00 1.785126569948916053e-01 6.671053247891017834e-01
1.029411764705882470e+00 1.764705882352941124e+00 4.268777561181490654e+00 2.504071678828549530e+00 1.793447910664568157e-01 6.854279798824719494e-01
1.176470588235294157e+00 1.764705882352941124e+00 4.257990118240663868e+00 2.493284235887722744e+00 1.787443473432439311e-01 7.014953952757673195e-01
1.323529411764705843e+00 1.764705882352941124e+00 4.243509862686005718e+00 2.478803980333064594e+00 1.768679999985055540e-01 7.156501673179345158e-01
1.470588235294117752e+00 1.764705882352941124e+00 4.226985940707848499e+00 2.462280058354907375e+00 1.739280203810394387e-01 7.281680833182384571e-01
1.617647058823529438e+00 1.764705882352941124e+00 4.207833328470620415e+00 2.443127446117679291e+00 1.696838558787638618e-01 7.399357177928006513e-01
1.764705882352941124e+00 1.764705882352941124e+00 4.186702099627988893e+00 2.421996217275047769e+00 1.643284320725665049e-01 7.507278451821961518e-01
1.911764705882353033e+00 1.764705882352941124e+00 4.165988645500020127e+00 2.401282763147079002e+00 1.577928595554698998e-01 7.611222135321359383e-01
2.058823529411764941e+00 1.764705882352941124e+00 4.145304654108822540e+00 2.380598771755881415e+00 1.501321697341717887e-01 7.711059504790260810e-01
2.205882352941176627e+00 1.764705882352941124e+00 4.124066889329494501e+00 2.359361006976553377e+00 1.415226107105010400e-01 7.808585954815095986e-01
2.352941176470588314e+00 1.764705882352941124e+00 4.104794209896358126e+00 2.340088327543417002e+00 1.319264555008820283e-01 7.903246005327635437e-01
2.500000000000000000e+00 1.764705882352941124e+00 4.087345977083979065e+00 2.322640094731037941e+00 1.217767336631629671e-01 7.993129693277857273e-01
2.647058823529411686e+00 1.764705882352941124e+00 4.071272790420790599e+00 2.306566908067849475e+00 1.109500765903976838e-01 8.079695012341030491e-01
2.794117647058823817e+00 1.764705882352941124e+00 4.058472164906987700e+00 2.293766282554046576e+00 1.000141557717432461e-01 8.158581797249980783e-01
2.941176470588235503e+00 1.764705882352941124e+00 4.048054584253096166e+00 2.283348701900155042e+00 8.903687212762914638e-02 8.229103927246271821e-01
3.088235294117647189e+00 1.764705882352941124e+00 4.041020199736443885e+00 2.276314317383502761e+00 7.826627254512269483e-02 8.290522805490891933e-01
3.235294117647058876e+00 1.764705882352941124e+00 4.037503635179504613e+00 2.272797752826563489e+00 6.802221432890173669e-02 8.337390878758620394e-01
3.382352941176470562e+00 1.764705882352941124e+00 4.038253690591378842e+00 2.273547808238437717e+00 5.842170441460112218e-02 8.372701608750031665e-01
3.529411764705882248e+00 1.764705882352941124e+00 4.042213785227071199e+00 2.277507902874130075e+00 4.966008501386108553e-02 8.393498308099538452e-01
3.676470588235294379e+00 1.764705882352941124e+00 4.050820162173129901e+00 2.286114279820188777e+00 4.186195200176392323e-02 8.399192972651132738e-01
3.823529411764706065e+00 1.764705882352941124e+00 4.062480184269027461e+00 2.297774301916086337e+00 3.498801189844377019e-02 8.388784603380347038e-01
3.970588235294117752e+00 1.764705882352941124e+00 4.077126850629807286e+00 2.312420968276866162e+00 2.905786628420094914e-02 8.364323104935047493e-01
4.117647058823529882e+00 1.764705882352941124e+00 4.096427932442057163e+00 2.331722050089116038e+00 2.405916003887191221e-02 8.324359761549013914e-01
4.264705882352941124e+00 1.764705882352941124e+00 4.119640272064260422e+00 2.354934389711319298e+00 1.988652435354679865e-02 8.271948909271076289e-01
4.411764705882353255e+00 1.764705882352941124e+00 4.144982454010943229e+00 2.380276571658002105e+00 1.644767866636116099e-02 8.205802463201065100e-01
4.558823529411764497e+00 1.764705882352941124e+00 4.172645947004672173e+00 2.407940064651731049e+00 1.365654396756671961e-02 8.127357062209151772e-01
4.705882352941176627e+00 1.764705882352941124e+00 4.203459924495099642e+00 2.438754042142158518e+00 1.140187074985667300e-02 8.038542415399854146e-01
4.852941176470588758e+00 1.764705882352941124e+00 4.234048009889358255e+00 2.469342127536417131e+00 9.622600058628591815e-03 7.938713289841444753e-01
5.000000000000000000e+00 1.764705882352941124e+00 4.266858449277899368e+00 2.502152566924958244e+00 8.208310766669359854e-03 7.830059075390711776e-01
0.000000000000000000e+00 1.911764705882353033e+00 4.323738687574364192e+00 2.411973981692010938e+00 1.195216746215820164e-01 4.907942150829064931e-01
1.470588235294117696e-01 1.911764705882353033e+00 4.348862170762409995e+00 2.437097464880056741e+00 1.271308062869023758e-01 5.376807527561234812e-01
2.941176470588235392e-01 1.911764705882353033e+00 4.367286402244528354e+00 2.455521696362175099e+00 1.326530335559702178e-01 5.784370231813554808e-01
4.411764705882352811e-01 1.911764705882353033e+00 4.380934604206265348e+00 2.469169898323912093e+00 1.363213316565915489e-01 6.136343314872294563e-01
5.882352941176470784e-01 1.911764705882353033e+00 4.389165312201081193e+00 2.477400606318727938e+00 1.382875173939604740e-01 6.443587425139658542e-01
7.352941176470588758e-01 1.911764705882353033e+00 4.392906948318404226e+00 2.481142242436050971e+00 1.390070712476152437e-01 6.705839298509825852e-01
8.823529411764705621e-01 1.911764705882353033e+00 4.390440918771481016e+00 2.478676212889127761e+00 1.382845767598855080e-01 6.936963970088743103e-01
1.029411764705882470e+00 1.911764705882353033e+00 4.385529800133101119e+00 2.473765094250747865e+00 1.366097073874824874e-01 7.137184853636575621e-01
1.176470588235294157e+00 1.911764705882353033e+00 4.373949637813030478e+00 2.462184931930677223e+00 1.337092443107719686e-01 7.315848766994006436e-01
1.323529411764705843e+00 1.911764705882353033e+00 4.360893929868961294e+00 2.449129223986608039e+00 1.300176988546825896e-01 7.473915154908671310e-01
1.470588235294117752e+00 1.911764705882353033e+00 4.345411014666471061e+00 2.433646308784117807e+00 1.255189958802599703e-01 7.613340517786982842e-01
1.617647058823529438e+00 1.911764705882353033e+00 4.326677484263122153e+00 2.414912778380768899e+00 1.201476368920657428e-01 7.740244036811356754e-01
1.764705882352941124e+00 1.911764705882353033e+00 4.307341639534447708e+00 2.395576933652094453e+00 1.141011960742786685e-01 7.856199284405399608e-01
1.911764705882353033e+00 1.911764705882353033e+00 4.286568797916318729e+00 2.374804092033965475e+00 1.074470318006384706e-01 7.961388819857744270e-01
2.058823529411764941e+00 1.911764705882353033e+00 4.265077471166933698e+00 2.353312765284580443e+00 1.001784588146120841e-01 8.057754454993565352e-01
2.205882352941176627e+00 1.911764705882353033e+00 4.244518710936252326e+00 2.332754005053899071e+00 9.268187350528397928e-02 8.142723919428004331e-01
2.352941176470588314e+00 1.911764705882353033e+00 4.224311883622421604e+00 2.312547177740068349e+00 8.484966934230668556e-02 8.218283706269167155e-01
2.500000000000000000e+00 1.911764705882353033e+00 4.205527927285098500e+00 2.293763221402745245e+00 7.681777083120329419e-02 8.284116102592966602e-01
2.647058823529411686e+00 1.911764705882353033e+00 4.189013058678861867e+00 2.277248352796508613e+00 6.880363394074122396e-02 8.338259775380042482e-01
2.794117647058823817e+00 1.911764705882353033e+00 4.174375579398187597e+00 2.262610873515834342e+00 6.102679043777872042e-02 8.378825015438742252e-01
2.941176470588235503e+00 1.911764705882353033e+00 4.162387501084254815e+00 2.250622795201901560e+00 5.350059307786006468e-02 8.407159892367200849e-01
3.088235294117647189e+00 1.911764705882353033e+00 4.153737650626007749e+00 2.241972944743654494e+00 4.642743941538950148e-02 8.419258762307492150e-01
3.235294117647058876e+00 1.911764705882353033e+00 4.148157307228592217e+00 2.236392601346238962e+00 3.987652165157731105e-02 8.415933367686263544e-01
3.382352941176470562e+00 1.911764705882353033e+00 4.147204119994567506e+00 2.235439414112214251e+00 3.395832222582324117e-02 8.394439648609206550e-01
3.529411764705882248e+00 1.911764705882353033e+00 4.148030509674283550e+00 2.236265803791930296e+00 2.867104530820164740e-02 8.355486302039308866e-01
3.676470588235294379e+00 1.911764705882353033e+00 4.153226792524313815e+00 2.241462086641960560e+00 2.403024255523010869e-02 8.301282271952612479e-01
3.823529411764706065e+00 1.911764705882353033e+00 4.162781276211980241e+00 2.251016570329626987e+00 2.002527085185664552e-02 8.226833871306583612e-01
3.970588235294117752e+00 1.911764705882353033e+00 4.174740136147748082e+00 2.262975430265394827e+00 1.664048610759809657e-02 8.135720476962053915e-01
4.117647058823529882e+00 1.911764705882353033e+00 4.191570741886875950e+00 2.279806036004522696e+00 1.381023952287885326e-02 8.029179140448570173e-01
4.264705882352941124e+00 1.911764705882353033e+00 4.209804180996892242e+00 2.298039475114538988e+00 1.145463417666694843e-02 7.908349787095412253e-01
4.411764705882353255e+00 1.911764705882353033e+00 4.232435487099802884e+00 2.320670781217449630e+00 9.536569136298290311e-03 7.770032029453544098e-01
4.558823529411764497e+00 1.911764705882353033e+00 4.258131326816387840e+00 2.346366620934034586e+00 7.984581974172543992e-03 7.622959994721074661e-01
4.705882352941176627e+00 1.911764705882353033e+00 4.283783717834943161e+00 2.372019011952589906e+00 6.735706473217282358e-03 7.463452348417938254e-01
4.852941176470588758e+00 1.911764705882353033e+00 4.311913602562081671e+00 2.400148896679728416e+00 5.749090254109650092e-03 7.296566655509419963e-01
5.000000000000000000e+00 1.911764705882353033e+00 4.341428097239930395e+00 2.429663391357577140e+00 4.974226563558291174e-03 7.121607456300313999e-01
0.000000000000000000e+00 2.058823529411764941e+00 4.420634059751511913e+00 2.361810530339746972e+00 9.935280765733608965e-02 5.120858110349448822e-01
1.470588235294117696e-01 2.058823529411764941e+00 4.447436880983984153e+00 2.388613351572219212e+00 1.038148595549636261e-01 5.594456556029626659e-01
2.941176470588235392e-01 2.058823529411764941e+00 4.469445573553647577e+00 2.410622044141882636e+00 1.064277424345949352e-01 6.003673315238737818e-01
4.411764705882352811e-01 2.058823529411764941e+00 4.487306937031606324e+00 2.428483407619841383e+00 1.074002589811306890e-01 6.357189387908472877e-01
5.882352941176470784e-01 2.058823529411764941e+00 4.496163326416018791e+00 2.437339797004253850e+00 1.069214195231344700e-01 6.664820667843975865e-01
